2299	2922,2923
2300	2924
2301	2925,2926
-1	2927
2302,2305	2928,2934
2306	-1
2307	2935,2936
-1	2937
2308,2309	2938,2941
2310	2942,2943
2311	2944,2946
2312	2947
2313	2948,2950
2314	2951
2315	2952,2954
2316,2317	2955,2956
-1	2957
2318	2958
2319	2959,2962
2320	2963
2321	2964,2965
2322	2966
2323	-1
-1	2967
2324	2968
2325	-1
-1	2969
-1	2970
2326	2971,2973
2327	2974
2328	2975
2329	2976,2978
2330	2979
2331	2980,2982
2332	2983
2333	2984
2334,2335	2985
2336	2986
2337,2338	2987,2988
2339	2989
2340	2990
2341,2342	2991,2993
2343	2994,2996
2344	2997,2999
2345	3000
2346	3001,3002
2347,2348	3003,3005
2349	3006,3007
2350	3008
2351	3009
2352	3010
2353	3011
2354	3012,3014
2355	3015,3016
2356	3017,3018
2357	3019
2358,2360	3020,3021
2361	3022
2362	3023
2363	3024
2364,2365	3025
2366	3026
2367	3027
2368	3028
2369	3029,3030
2370	3031,3032
2371	3033,3034
2372	3035
2373	3036
2374	3037
2375	3038
2376,2377	3039,3040
2378	3041
2379	3042,3043
2380	3044
2381	3045
2382	3046,3048
2383	3049,3050
2384	3051,3052
2385	3053,3054
2386,2387	3055
2388	3056
2389	3057,3058
2390	3059
2391,2392	3060,3061
2393	3062
2394	3063
2395	3064
2396	3065
2397	3066
2398	3067
2399,2401	3068,3070
2402	3071,3072
2403	3073
-1	3074
2404	3075
2405	3076,3077
2406	3078,3080
2407	3081,3082
2408	3083,3084
2409	3085
2410	-1
-1	3086
-1	3087
-1	3088
-1	3089
-1	3090
-1	3091
-1	3092
-1	3093
2411	3094
2412	3095,3096
2413	3097
2414	3098,3099
2415	3100
2416	3101,3102
2417	3103
2418	3104
2419	3105
2420	3106
2421	3107
2422	3108
2423	3109
2424	3110
2425	3111
2426	3112
2427	3113
2428	3114
2429	3115
2430,2432	3116,3117
2433	3118
2434	3119
2435,2436	3120,3121
2437	3122
2438	3123,3124
2439,2440	3125
-1	3126
2441	3127,3128
2442	3129
2443	3130
2444	3131
2445	3132
2446	3133,3134
2447	3135
2448	3136
2449	3137
2450	3138,3139
2451,2452	3140,3141
2453	3142,3143
2454	3144,3146
2455	3147,3148
2456	3149
2457	3150,3151
2458,2459	3152
2460,2462	3153,3154
2463	3155
2464	3156
2465	3157
2466	3158
2467	3159
2468	3160
2469	3161,3162
2470	-1
-1	3163
-1	3164
2471	3165,3166
2472	3167
2473	3168,3171
2474,2476	3172,3173
2477	3174
2478	3175,3176
2479	3177
2480	3178,3180
2481	3181
-1	3182
-1	3183
-1	3184
-1	3185
2482,2483	3186
2484	3187
2485	3188,3189
2486	3190
2487	3191
-1	3192
2488	3193
2489,2490	3194
2491	3195
2492,2493	3196,3197
2494	3198,3199
2495	3200
2496	-1
2497,2498	3201
2499	-1
2500,2501	3202,3203
2502,2503	3204,3206
2504	3207
2505,2506	3208
2507,2508	3209
2509	3210
2510	3211,3212
2511	3213
2512	3214
2513	3215
2514,2515	3216
2516	3217,3218
2517	3219,3220
2518	-1
-1	3221
-1	3222
-1	3223
-1	3224
-1	3225
2519	3226,3227
2520	3228,3229
2521	3230
2522	3231,3232
2523,2524	3233,3234
2525	3235,3237
2526	3238
2527	3239,3242
2528	3243
-1	3244
2529	3245,3246
2530	3247,3248
2531	3249,3250
2532	3251
2533	3252
2534	3253,3254
2535	3255
2536,2537	3256,3258
2538	3259,3262
2539,2540	3263,3264
2541	3265,3266
2542	3267
2543	3268,3269
2544	3270,3271
2545	3272
2546	3273,3275
2547	3276
2548	3277
2549	3278,3279
2550,2552	3280,3283
2553	3284
2554	3285
2555,2556	3286,3287
2557	3288,3290
2558	3291
2559	3292
2560	3293
-1	3294
2561	3295,3297
2562	3298,3299
2563	3300
2564	3301
2565	3302
2566	3303
2567,2568	3304
2569	3305
2570	3306
2571,2572	3307
2573	3308
2574	3309
2575	3310
2576	3311
2577	3312,3314
2578	3315
2579	3316,3317
2580	3318
2581,2582	3319
2583,2584	3320
2585	3321
2586	3322,3324
2587	3325
2588	3326
2589	3327,3328
2590	3329,3330
2591	3331,3332
2592	3333
2593	3334
2594	3335,3336
2595	3337
2596	3338,3340
2597	3341
2598,2599	3342
2600	3343,3344
2601	3345,3346
2602	3347
2603,2604	3348,3350
2605	3351,3352
2606	-1
2607	3353
-1	3354
2608	3355
2609,2610	3356,3357
2611	3358
2612,2613	3359,3360
2614	3361
2615	3362,3364
2616	3365
2617	3366,3367
2618	3368
2619	3369,3370
2620	3371,3372
2621	3373
2622	-1
2623	3374
-1	3375
2624	3376
2625	3377
2626	3378
2627	3379,3381
2628	3382
2629	3383,3384
2630	3385,3386
2631	3387
2632	3388,3389
2633	3390
2634	3391
2635	-1
2636	3392
-1	3393
2637	3394
2638	3395,3397
2639	3398
2640	3399
2641	3400
2642,2643	3401
2644	3402
2645	3403,3404
2646	3405,3407
2647	3408
2648	3409
2649	3410
2650	3411
2651	-1
2652	3412,3422
2653,2654	3423,3425
2655	3426,3427
2656	3428
2657	-1
2658	3429
-1	3430
2659	3431
2660	3432,3433
2661	3434,3435
2662	3436
2663	3437
2664,2665	3438,3439
2666	3440
2667	3441,3442
2668	3443,3444
2669	-1
2670	3445
-1	3446
2671	3447,3448
2672	3449
2673	3450
2674	3451,3452
2675	3453,3454
2676	-1
2677	3455
-1	3456
2678,2679	3457,3459
2680	3460,3461
2681	3462
2682,2683	3463
2684	3464,3465
2685	3466,3467
2686	3468,3469
2687	3470,3471
2688	3472
2689	3473
2690	3474
2691	-1
2692	3475
-1	3476
2693,2694	3477,3479
2695	3480
2696,2697	3481,3482
2698	3483
2699	3484
2700	3485,3486
2701	3487,3489
2702	3490
2703	3491
2704	-1
2705	3492
-1	3493
2706	3494,3495
2707	3496
2708	3497
2709,2710	3498,3499
2711	3500
2712	3501
2713	3502
2714	-1
2715	3503
-1	3504
2716	3505
2717	3506,3507
2718	3508
2719	3509,3510
2720	3511,3512
2721	3513,3514
2722	3515
2723	3516
2724	3517
2725	3518
2726	3519,3520
2727	3521,3522
2728	3523
2729,2730	3524,3525
2731	3526
2732,2733	3527,3528
2734,2735	3529
2736	3530,3531
2737	3532
2738	3533
2739	3534,3535
2740	3536
2741	3537
2742	3538
2743	-1
2744	3539
-1	3540
2745	3541,3543
2746	3544
2747	3545
2748	3546
2749	3547
2750	3548
2751	3549
2752	-1
2753,2754	3550,3551
2755	3552,3553
2756	3554
2757	3555
2758	3556
2759	3557
2760	3558,3559
2761	3560
2762	3561
2763	3562,3563
2764,2766	3564,3565
2767	3566
2768	3567
2769	3568
2770	3569,3571
2771	3572,3573
2772	-1
2773	3574
-1	3575
2774	3576,3577
2775	3578,3579
2776	3580
2777	3581,3582
2778	3583
2779	3584
2780	3585,3586
2781	3587,3588
2782	3589,3590
2783	3591
2784	-1
2785	3592
-1	3593
2786	3594
2787	3595,3596
2788	3597
2789	3598
2790	3599
2791,2792	3600,3602
2793	3603,3605
2794	3606,3607
2795	3608
2796	3609
2797	3610,3611
2798	3612,3615
2799	3616,3618
2800	3619,3620
2801	3621
2802	3622,3623
2803	3624
2804	-1
2805	3625
-1	3626
2806	3627
2807	3628,3630
2808	3631
2809	3632
2810	3633
2811	-1
2812	3634
-1	3635
2813	3636
2814	3637
2815	3638
2816	3639
2817	3640
2818	3641
2819	3642
2820	3643
2821	3644,3645
2822	3646,3647
2823	3648
2824	3649
2825	3650,3651
2826	-1
2827	3652
-1	3653
2828	3654,3655
2829	3656
2830	3657
2831	3658
2832	3659
2833	3660,3662
2834,2835	3663,3664
2836	3665
2837	3666
2838	-1
2839	3667
-1	3668
2840	3669,3670
2841	3671,3673
2842	3674,3675
2843	3676
2844	3677,3678
2845	3679
2846	3680
2847	3681,3682
2848	3683,3684
2849	-1
2850	3685
-1	3686
2851	3687
2852	3688
2853	3689
2854	3690,3691
2855	3692
2856	3693,3695
2857,2858	3696,3697
2859	3698
2860	-1
2861	3699
2862	3700
2863	3701
2864	3702
2865	3703
2866	3704,3706
2867	3707,3709
2868	3710,3711
2869,2870	3712,3714
2871	3715,3716
2872	3717,3718
2873	3719,3721
2874,2875	3722,3725
2876	3726
2877	3727,3729
2878	-1
2879	3730
-1	3731
2880	3732,3734
2881	3735,3736
2882	3737,3740
2883	3741
2884	-1
2885	3742
-1	3743
2886	3744,3745
2887	3746,3748
2888	3749,3750
2889	-1
2890	3751
-1	3752
2891	3753
2892	3754,3755
2893	3756,3759
2894	3760,3761
2895	3762
2896	-1
2897	3763
-1	3764
2898	3765,3767
2899	3768,3769
2900	3770,3771
2901	3772,3775
2902	3776
2903	3777
2904	-1
2905	3778
-1	3779
2906	3780,3783
2907	3784
2908,2909	3785,3789
2910	3790
2911	3791,3792
2912	3793
2913	3794
2914	3795
2915	3796
2916	-1
2917	3797
-1	3798
2918	3799,3800
2919,2920	3801,3802
2921	3803
2922	3804,3805
2923	3806,3807
2924	3808
2925	-1
2926	3809
-1	3810
2927	3811
2928	3812,3816
2929	3817,3819
2930	3820
2931	3821
2932	3822,3823
2933	3824
2934	3825
2935	3826,3828
2936	3829
2937	3830,3831
-1	3832
2938,2939	3833,3835
2940	3836,3838
2941	3839
2942	3840
2943	3841
2944	3842,3843
2945	3844,3846
2946	3847
2947	3848,3849
2948	3850
2949	3851
2950,2951	3852
2952	3853
2953	-1
2954	3854
-1	3855
2955	3856,3859
2956	3860,3862
2957	3863
2958	3864
2959,2960	3865
2961	3866
2962	3867,3868
2963	3869,3870
2964	3871,3872
2965	3873,3874
2966,2968	3875,3879
2969	3880,3882
2970	-1
2971	3883
-1	3884
2972	3885,3888
2973	3889
2974	3890
2975,2976	3891,3894
2977	3895,3896
2978	3897
2979	-1
2980	3898
-1	3899
2981,2982	3900
2983	3901
2984	3902
2985	3903,3904
2986	3905
2987	3906
2988	-1
2989	3907
-1	3908
2990	3909
2991	3910,3911
2992	3912
2993	3913
2994	3914,3916
2995	-1
-1	3917
-1	3918
2996,2997	3919
2998,2999	3920,3921
3000	3922,3924
3001	3925
3002	3926,3927
3003,3004	3928,3932
3005	3933
-1	3934
3006	3935
3007	3936
3008	3937
3009	3938
3010	-1
-1	3939
3011	3940,3943
3012	3944,3945
3013	3946,3947
3014	3948,3949
3015	-1
3016	3950
-1	3951
3017	3952
3018	3953,3954
3019	3955
3020	3956
3021	3957
3022	3958
3023	3959
3024	3960,3962
3025	3963
3026	3964,3965
3027	3966
3028	3967
3029	3968
3030	3969
3031	3970,3972
3032	3973,3974
3033	3975
3034,3035	3976
3036	3977
3037	3978
3038	3979,3980
3039	3981,3982
3040	3983
3041	-1
3042	-1
-1	3984
-1	3985
-1	3986
3043	3987,3988
3044	3989
3045	3990
3046	3991
3047,3048	3992
3049	3993
3050	3994
3051	-1
3052	3995
-1	3996
3053	3997,3999
3054	4000,4001
3055	4002,4005
3056	4006
3057	4007,4009
3058	4010
3059	4011
3060	-1
3061	4012
-1	4013
3062	4014,4015
3063	4016
3064	4017
3065	4018
3066	4019
3067	4020,4022
3068	4023
3069	4024
3070	4025
3071	4026
3072	4027,4028
3073	4029,4030
3074	4031
3075	4032
3076,3078	4033,4035
3079	4036
3080	-1
3081	4037
-1	4038
3082	4039
3083	4040
3084	4041,4042
3085	4043,4045
3086	-1
3087	4046
-1	4047
3088,3090	4048,4050
3091	4051
3092	4052
3093,3095	4053,4054
